Teks,Media,Label,Link,Teks_Artikel
Sepakbola,Detik.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7731483/atalanta-vs-juventus-awas-imbang-lagi-bianconeri,"Jakarta-JuventusditungguAtalantadi laga pekan ke-19Serie A2024/2025. Menilik catatan pertemuan, pertandingan ini punya potensi memperpanjang tren imbang Juve.DuelAtalanta vs Juventusakan digelar di Gewiss Stadium, Rabu (15/1/2025) dini hari WIB. Ini merupakan pertandingan tunda setelah kedua tim sama-sama berpartisipasi di Piala Super Italia.Juventus mengusung misi untuk bangkit usai gagal menang di laga terakhir melawan Torino. Bianconeri diimbang rival sekotanya itu dengan skor 1-1 usai sempat unggul lebih dulu.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTHasil seri melawan Torino itu menjadi yang ke-12 untuk Juventus di Serie A musim ini. Meski belum terkalahkan setelah 19 laga, pasukan Thiago Motta itu sering dapat hasil imbang.Baca juga:Tantang Atalanta, Juventus Bawa Amarah Gagal Menangi DerbyNamun, upaya Juventus untuk kembali ke jalur kemenangan tak didukung catatan statistik. Menilik catatan yang dilansirOpta, Juventus belakangan sering dapat hasil seri saat melawan Atalanta.ADVERTISEMENTJuventus dan Atalanta imbang 10 kali dalam 15 pertemuan terakhir di Serie A. Dalam rententan pertemuan itu, Atalanta menang dua kali dan Juventus tiga kali.Pada Serie A musim lalu, Juventus dan Atalanta dapat hasil seri dalam dua kali pertemuan. Kedua tim bermain imbang 0-0 di Bergamo dan 2-2 di Turin.Secara keseluruhan, Atalanta juga tercatat paling sering menahan imbang Juventus di liga. Dalam 124 kali pertemuan melawan Juventus di Serie A, Atalanta menahan imbang lawannya itu sebanyak 45 kali.Sementara itu menilik klasemen Liga Italia, Juventus saat ini ada di peringkat kelima dengan 33 poin dari 19 laga. Sementara Atalanta ada di urutan ketiga dengan 42 poin.Baca juga:Juventus Segera Datangkan Alberto CostaSerie A: Juventus Menang Telak Lawan Verona 3-0Serie A: Juventus Menang Telak Lawan Verona 3-0(nds/krs)juventusatalantaserie aliga italiaatalanta vs juventus"
Sepakbola,Detik.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7730242/klasemen-liga-italia-giornata-20-napoli-inter-atalanta-di-3-besar,"Daftar IsiKlasemen Liga ItaliaJakarta-Dariklasemen Liga Italia,Napoli,Inter Milan, danAtalantauntuk sementara masih memanaskan persaingan di posisi tiga besar.Puncak klasemen saat ini dikuasai oleh Napoli. Il Partenopei sudah melakoni 20 pertandingan dengan raihan 47 poin, setelah mengalahkan Verona dengan skor 2-0, Senin (13/1/2025) dini hari WIB.Inter Milan membayangi di posisi keduaklasemen Liga Italiadengan 43 poin. Tapi Inter baru memainkan 18 pertandingan, alias punya dua laga sisa lebih banyak ketimbang Napoli.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Napoli Vs Verona: Partenopei Menang 2-0Satu gol dari Matteo Darmian menjadi penentu kemenangan La Beneamata ketika dijamu Venezia, yang membuat Inter berhasil terus menjaga persaingan memperebutkan gelar juara Serie A 2024/2025.Di posisi ketigaklasemen Liga Italiaada Atalanta, yang pada giornata 20 ini tidak kuasa meraih poin penuh. Dalam lawatan ke markas Udinese, La Dea harus puas berbagi angka dalam skor 0-0.ADVERTISEMENTAtalanta menempati posisi ketiga dengan raihan 42 poin, yang didulang dari 19 pertandingan yang sudah dilakoni di Serie A 2024/2025 sejauh ini.Baca juga:Venezia Vs Inter: Jay Idzes Nikmati Duel Lawan Lautaro Martinez CsGiornata 20 sendiri masih menyisakan satu laga lagi yakni Monza vs Fiorentina, yang dimainkan Selasa (14/1/2025) dini hari WIB.Monza saat ini masih terpuruk di dasar klasemen setelah cuma meraih 10 poin hasil 1 kemenangan dan 7 kali seri dari 19 pertandingannya. Sedangkan Fiorentina kini menempati posisi keenamklasemen Liga Italia.Klasemen Liga ItaliaPosKlubMMSKGK+/-POIN1Napoli201523321220472Inter181341461531433Atalanta191333432023424Lazio20113634286365Juventus197120311615336Fiorentina18954311813327Bologna1878327234298AC Milan1877427189289Udinese207582328-52610Roma20668282622411Genoa205871727-102312Torino205782025-52213Lecce2055101432-182014Empoli204881925-62015Como194782131-101916Parma204792535-101917Verona2061132444-201918Cagliari2046101933-141819Venezia2035121833-151420Monza1917111727-1010(krs/pur)klasemen liga italiainter milanatalantanapoliserie agiornata 20skor liga italiapersaingan gelar juarahasil pertandingan"
detikJabar,Detik.com,Liga Italia,https://www.detik.com/jabar/sepakbola/d-7731320/milan-mau-rekrut-rashford-walker-sekaligus-tapi,"Jakarta-AC Milan mengintip peluang untuk mendatangkan Kyle Walker dari Manchester City dan Marcus Rashford dari Manchester United. Namun, untuk mendatangkan dua pemain tersebut sekaligus, Milan terganjal aturan.Sebagaimana diketahui, Rashford tersisih dari skuad Manchester United di era Ruben Amorim. Sedangkan Walker, tak masuk skuad dalam beberapa laga dan mengisyaratkan ingin pindah dari The Citizens.Baca juga:Aturan yang Menghambat Milan Rekrut Rashford dan Walker SekaligusHal tersebut ditangkap oleh AC Milan yang mengindikasikan perekrutan keduanya. Namun, aturan perekrutan bagi mereka yang berkebangsaan Inggris mengganjal keinginan Milan.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTMelansirdetikSport, aturan ini berkaitan dengan Inggris yang tak lagi masuk bagian Uni Eropa. Sehingga, ada aturan penyesuaian terkait tenaga kerja dari negeri Ratu Elizabeth tersebut.Ada pembatasan pemain non-Uni Eropa yang bisa direkrut di tiap bursa transfer, dan per musim 2024-25 hanya satu pemain Inggris yang berasal dari klub luar negeri yang bisa didaftarkan dalam satu bursa transfer.ADVERTISEMENTBaca juga:Sudah 2 Pemain MU Dicoret Ruben Amorim!Meski pada kenyataannya Milan bisa meyakinkan dua pemain tersebut untuk bergabung, namun tetap hanya ada satu yang bisa direkrut dan langsung didaftarkan. Untuk pemain kedua, Milan harus mengecek terlebih dahulu jumlah pemain non-Uni Eropa.Andai Milan tetap ingin merekrut keduanya, klub asal kota Milan ini harus melepas salah satu pemain non-Uni Eropa yang saat ini ada dalam skuad.Artikel ini sudah tayang di detikSportWajah Murung AC Milan Seusai Dibungkam Napoli 0-2Wajah Murung AC Milan Seusai Dibungkam Napoli 0-2(adp/dir)ac milanmarcus rashfordkyle walkertransfer pemainliga italiaberita jabar"
Sepakbola,Detik.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7731269/peran-mctominay-dan-lukaku-dalam-kebangkitan-napoli-musim-ini,"Jakarta-PelatihNapoli Antonio Contemenilai kebangkitan timnya musim ini tak lepas dari kedatanganRomelu LukakudanScott McTominaydi musim panas lalu. Mereka berdua membuat sang pelatih mampu meracik formula taktik yang cocok di lapangan.Setelah bergonta-ganti pelatih sampai tiga kali musim lalu dan hanya finis ke-10 di Serie A, kini Napoli tengah duduk nyaman di puncak klasemen sementara dengan koleksi 47 poin dari 20 laga. Mereka juga baru meraih lima kemenangan beruntun.Masuknya Conte disertai beberapa pemain lain menjadi kunci perubahan dalam tubuh Napoli. Namun Lukaku dan McTominay menjadi krusial karena membuat Conte berani melakukan eksperimen.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Napoli Incar Garnacho untuk Gantikan KvaratskheliaSelama ini, Conte dikenal sebagai pelatih yang kerap memakai formasi tiga bek. Ia pun masih melakukannya di awal musim. Namun belakangan ia mengubahnya menjadi 4-3-3 atau 4-2-3-1 untuk lebih mengakomodasi kemampuan McTominay dan Lukaku.""Jelas ada perubahan sejak awal musim panas, terutama karena saya masih berusaha menemukan taktik yang tepat untuk tim ini,"" kata Conte kepada DAZN.ADVERTISEMENT""Kedatangan Scott McTominay dan Romelu Lukaku, khususnya, membuat perbedaan besar pada perubahan ke formasi 4-3-3. Kami mencoba beberapa formasi berbeda sebelum memutuskan yang ini,"" jelas Conte.Baca juga:Conte: Kvaratskhelia Minta DijualSejauh ini, McTominay telah menyumbang lima gol dan tiga asis dalam 21 penampilan untuk Napoli musim ini. Sementara Lukaku menciptakan tujuh gol dan tujuh asis dalam 20 laga di seluruh ajang.Peluang Napoli meraih gelar di musim ini hanya tersisa di Serie A. Dengan posisi saat ini, asa itu masih terbuka lebar, terutama bila para pesaing seperti Atalanta dan Inter Milan ikut terpeleset di kemudian hari.Tonton juga Video: Romelu Lukaku Resmi Berseragam Napoli![Gambas:Video 20detik](adp/mrp)napoliromelu lukakuscott mctominayantonio conteserie aliga italia"
Sepakbola,Detik.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7729465/napoli-vs-verona-partenopei-menang-2-0,"Naples-Napoli menjaga diri dari tekanan di pucuk klasemen Liga Italia. Itu setelahPartenopeimenang 2-0 atas Hellas Verona.Napoli menjamu Verona di Stadio Diego Armando Maradona, Senin (13/1/2025) dini hari WIB. Tim besutan Antonio Conte itu benar-benar mendominasi jalannya pertandingan.Tuan rumah sudah membuka keunggulan pada menit kelima. Tembakan Giovanno Di Lorenzo mulanya mengenai tiang, lalu memantul dan membentur badan kiper Lorenzo Montipo hingga malah masuk ke gawang.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Venezia Vs Inter: Gol Tunggal Darmian Menangkan NerazzurriDominasi Napoli baru benar-benar termaksimalkan setelah turun minum. Frank Anguissa menggandakan keunggulan pada menit ke-61 usai menerima umpan dari Romelu Lukaku.Verona sempat menebar ancaman lewat Grigoris Kastanos dan Dailon Livramento. Akan tetapi tembakan keduanya diamankan kiper.ADVERTISEMENTSkor 2-0 tak berubah sampai pertandingan tuntas. Napoli mengamankan tiga poin dan memperkuat posisi di puncak klasemen Liga Italia.Baca juga:Conte: Kvaratskhelia Minta DijualLukaku dkk mengoleksi 47 poin dari 20 laga, empat poin di depan Inter Milan. Sementara Verona bertahan di posisi 17 dengan 19 poin.Susunan pemainNapoli: Meret, Di Lorenzo, Rrahmani, Jesus, Spinazzola (Mazzocchi 83'), Anguissa, McTominay (Raspadori 77'), Lobotka, Politano (Ngonge 77'), Neres (Zerbin 90'), Lukaku (Simeone 77')Verona: Montipo, Magnani, Coppola, Dawidowicz, Faraoni (Daniliuc 77'), Belahyane (Mosquera 84'), Duda, Lazovic (Bradaric 69'), Suslov, Tengstedt (Kastanos 76'), Sarr (Livramento 69')Baca juga:PSG-Napoli Negosiasi Transfer Kvaratskhelia, Harganya Rp 1,3 TDebut Pahit Antonio Conte Bersama NapoliDebut Pahit Antonio Conte Bersama Napoli(raw/mrp)napolihellas veronaliga italiaantonio conte"
detikSulsel,Detik.com,Liga Italia,https://www.detik.com/sulsel/sepakbola/d-7732247/malut-united-rekrut-kiper-asal-brasil-dida-hadapi-putaran-kedua-liga-1,"Ternate-Maluku Utara (Malut) FC mendatangkan Wagner Augusto Guimaraes dos Santos untuk memperkuat sektor pertahanan. Kiper asal Brasil yang akrab disapa Dida itu direkrut dengan status pinjaman hingga akhir musim Liga 1 2024/2025.Dida didatangkan menjelang dua hari sebelum periode kedua bursa transfer ditutup. Dida yang berstatus pemain pinjaman dari Madura United itu dipersiapkan segera bermain untuk Laskar Kie Raha.""Sambil proses berjalan, Dida akan segera berlatih bersama tim di Surabaya. Semoga dia bisa mencapai kondisi terbaik untuk berjuang bersama kami,"" ujar COO Malut United Willem D Nanlohy dilansir dari laman resmi PT LIB dikutip, Selasa (14/1/2025).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTKehadiran Dida melengkapi kuota delapan pemain asing Malut United. Dida menggantikan Jorge Correa yang memilih hengkang karena alasan pribadi.""Dida kami pilih untuk dapat membantu membenahi lini pertahanan Malut United agar semakin baik ke depannya,"" imbuhnya.ADVERTISEMENTSebelum bergabung dengan Malut United, Dida telah menjalani 14 laga bersama Madura United di putaran pertama Liga 1. Kiper 26 tahun itu hanya melewatkan 3 pertandingan sepanjang putaran pertama.""Pengalaman bermain di BRI Liga 1 menjadi salah satu aspek dalam pertimbangan kami merekrut Dida. Setelah ini, dia harus beradaptasi dengan lingkungan tim Malut United,"" kata Willem.Baca juga:Malut United Rekrut 2 Pemain Asing Baru, Jonathan Bustos-Sony NordeSebelum berkarier di Indonesia, Dida mengawali perjalanan profesionalnya di Liga Brasil bersama Tocantins FC. Pada 2021, Dida hijrah ke Portugal untuk bermain bersama Fiaes SC.Setahun berselang, Dida bergabung dengan Estrela Amadora. Pemain asal Brasil itu sukses membawa klub tersebut promosi ke divisi teratas Liga Portugal pada musim 2023-2024.Dida juga mencatatkan lima penampilan di divisi teratas Liga Portugal sebelum memutuskan pindah ke Liga Indonesia pada awal musim ini.Kericuhan Pecah Selepas Laga Persib Vs Persija di Jalak HarupatKericuhan Pecah Selepas Laga Persib Vs Persija di Jalak Harupat(sar/sar)malut unitedmaluku utara unitedpemain baru malut unitedwagner augusto guimaraes dos santosliga 1"
Sepakbola,Detik.com,Liga Italia,https://sport.detik.com/sepakbola/liga-inggris/d-7732099/jadwal-liga-inggris-dini-hari-nanti-big-match-nottingham-vs-liverpool,"Daftar IsiKlasemen Liga InggrisJadwal Liga Inggris Rabu (15/1/2025) dini hari WIBJakarta-Empat partai Premier League 2024/2025 dimainkan Rabu (15/1/2025) dini hari WIB, termasukBrentford vs Manchester City,Chelsea vs Bournemouth, danNottingham Forest vs Liverpool. Berikut jadwal Liga Inggris tersebut.Liga Inggris di Premier League memasuki pekan ke-21 pada tengah pekan ini. Empat partai dimainkan lebih dulu dengan tiga di antaranya dimainkan secara berbarengan.Di antaranya adalahBrentford vs Manchester City, yang kick-off pada pukul 02.30 dini hari WIB nanti. Dua partai lain yang dimainkan pada waktu bersamaan adalahChelsea vs Bournemouthdan West Ham United vs Fulham.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Januari yang Sibuk untuk Man CityBrentford, yang saat ini berada di posisi ke-11 klasemen Liga Inggris, akan menguji usaha tim posisi keenam Man City untuk melanjutkan kebangkitannya.Setelah sempat melewati rentetan tanpa kemenangan, Man City kini sedang merangkai tiga kemenangan beruntun di seluruh ajang termasuk dua di antaranya di Premier League.ADVERTISEMENTSementara ituChelsea, yang kini berada di posisi keempat, akan berupaya memoles hasil di Premier League setelah empat laga tanpa kemenangan di ajang itu (2 seri, 2 kalah).Baca juga:Maresca Masih Percaya dengan JacksonSebelum menjamuBournemouth, Chelsea paling tidak bisa menambah rasa percaya diri berkat kemenangan telak 5-0 di Piala FA ketika melawan Morecambe, tim divisi keempat di Liga Inggris.Rangkaian pertandingan Liga Inggris Rabu (14/1/2025) dini hari WIB nanti akan ditutup dengan pertandinganNottingham Forest vs Liverpool. Laga itu kick-off pukul 03.00 WIB.Menilik papanklasemen Liga Inggris, partai itu bisa dibilang sebuah big match. Liverpool saat ini memuncaki klasemen sedangkan Nottingham menyeruak di papan atas dengan menempati posisi ketiga.Baca juga:Nottingham Vs Liverpool: Si Merah Tak Akan Kaget LagiKlasemen Liga InggrisPosKlubMMSKGK+/-POIN1Liverpool191441471928462Arsenal201172391821403Nottingham Forest201244291910404Chelsea201064392415365Newcastle United201055342212356Manchester City20104636279347AFC Bournemouth2096530237338Aston Villa209563032-2329Fulham20794302733010Brighton & Hove Albion206104302912811Brentford20839383532712Tottenham Hotspur2073104230122413Manchester United206592328-52314West Ham United206592439-152315Crystal Palace204972128-72116Everton193881525-101717Wolverhampton Wanderers2044123145-141618Ipswich Town2037102035-151619Leicester City2035122344-211420Southampton2013161244-326Jadwal Liga Inggris Rabu (15/1/2025) dini hari WIB02:30 WIB Brentford vs Manchester City02:30 WIB Chelsea vs Bournemouth02:30 WIB West Ham United vs Fulham03:00 WIB Nottingham Forest vs Liverpool(krs/nds)liga inggrisjadwal premier leaguenottingham vs liverpoolbrentford vs manchester citychelsea vs bournemouthklasemen liga inggrispremier league 2024/2025jadwal liga inggris"
Sepakbola,Detik.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7729735/media-lokal-venezia-apresiasi-performa-jay-idzes-lawan-inter-milan,"Venezia-PerformaJay Idzessaat menghadapiInter Milandiapresiasi media lokalVenezia. BekTimnas Indonesiaitu dianggap sebagai pemimpin lini belakangI Lagunari.Venezia menjamu Inter Milan dalam lanjutanLiga Italia, Minggu (12/1/2024) malam WIB. Tim tuan rumah harus mengakui keunggulan sang juara bertahan Serie A 1-0.Jay Idzes bermain penuh di laga Venezia vs Inter Milan. Turun sebagai bek tengah dalam formasi 3-5-2, dia tampil cukup apik mengawal lini belakang tim.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Venezia Vs Inter: Gol Tunggal Darmian Menangkan NerazzurriSofascoremencatat, Idzes melakukan 4 kali sapuan, 3 blok tembakan, 1 intersep, dan sekali memenangi duel udara. Dia juga ikut membantu serangan di menit-menit akhir yang nyaris berujung gol Joel Pohjanpalo.Venezia Tutto Sportmemuji performa top Jay Idzes dalam laga ini. Bek 24 tahun itu bersama kiper Filip Stankovic diberi rating 7, paling tinggi di antara seluruh pemain Venezia.ADVERTISEMENTIdzes dianggap menutup celah lini belakang Venezia dengan segala kemampuannya.Venezia Tutto Sporttak ragu menyebut Bang Jay sebagai 'pemimpin'.""Dia tampil luar biasa hari ini. Kesulitan yang dihadapi dari rekan setim tercipta di sekelilingnya, mengingat serangkaian cedera yang mencengkeram tim Di Francesco,"" tulis Venezia Tutto Sport soal Jay Idzes usai pertandingan.Baca juga:Inter Garang Saat Tandang, Catat Rekor Baru""Ia kembali menunjukkan kepemimpinannya hari ini, menutup semua yang dia bisa dan memimpin lini pertahanan. Dalam beberapa kasus, ia tampil luar biasa pada Latuaro dan Frattesi di awal babak kedua, selalu elegan,"" pungkasnya.Jay Idzes tak mau besar kepala mendapat pujian seperti itu. Dia menegaskan peran terutamanya adalah membantu Venezia sebaik mungkin.[Gambas:Twitter]""Saya rasa saya pemain yang dapat memainkan banyak peran, ya. Ada banyak yang absen dan ini berdampak,"" kata Bang Jay kepadaVenezia Tutto Sport.""Peran saya tidak penting, yang terutama adalah saya berguna bagi tim. Tidak ada yang lebih penting daripada tim dan saya menyadari hal itu,"" tegasnya.Baca juga:Bukan Kemenangan Mudah untuk Si Ular Besar(bay/krs)jay idzesveneziavenezia vs inter milanliga italiaserie a"
detikSulsel,Detik.com,Liga Italia,https://www.detik.com/sulsel/sepakbola/d-7731933/psbs-biak-vs-psis-semarang-di-liga-1-ajang-balas-dendam-tim-badai-pasifik,"Jayapura-PSBS Biak akan menghadapi tamunya, PSIS Semarang dalam lanjutan laga putaran kedua Liga 1 musim 2024/2025. Pertandingan tersebut akan menjadi ajang balas dendam bagi tim berjuluk Badai Pasifik melawan Laskar Mahesa Jenar.Laga PSBS Biak Vs PSIS Semarang akan digelar di Stadion Lukas Enembe, Kabupaten Jayapura, Papua, Minggu (26/1). PSBS optimis meraih poin penuh di markas sendiri.""Kami pastikan akan menggelar laga kedua menghadapi PSIS Semarang pada tanggal 26 Januari nanti di Stadion Lukas Enembe, Jayapura, Papua,"" kata Presiden PSBS Yan Permenas Mandenas dalam keterangannya, Selasa (14/1/2025).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDalam laga putaran pertama Liga 1, PSBS menelan kekalahan dari tuan rumah PSIS Semarang dengan skor 1-0. Gol PSIS dicetak oleh Gali Freitas pada menit ke-71 dalam laga yang digelar di Stadion H Moch Soebroto, Magelang, Jawa Tengah, Jumat (23/8/2024).Yan Mandenas menegaskan siap menyukseskan laga kedua menghadapi PSIS. Tim asuhan Emral Abus ini sudah melakukan evaluasi pada laga sebelumnya untuk menghadapi pertandingan selanjutnya.ADVERTISEMENTDia melanjutkan, PSBS Biak juga mendapatkan kepastian dari PT Liga Indonesia Baru (LIB) yang menyetujui permintaan PSBS agar laga melawan PSBS digelar di Stadion Lukas Enembe. Hal ini lantaran animo masyarakat yang tinggi saat menyaksikan langsung ke salah satu stadion termegah di wilayah timur Indonesia itu.""Sejumlah kekurangan sudah kami evaluasi bersama dan pihak Panpel siap memperbaiki kekuarangan yang terjadi saat laga menghadapi Persib sehingga penyelenggaraannya lebih sukses lagi,"" tuturnya.Baca juga:Klasemen Terkini Liga 1: PSM Makassar Naik Posisi 6 Usai Bekuk Persis SoloDalam laga PSBS melawan Persib pada 11 Januari lalu, animo penonton sangat tinggi. Yan Mandenas berharap situasi itu bisa terulang saat PSBS melawan PSIS Semarang.""Kami memberikan apresisi kepada seluruh masyarakat Papua yang tekah datang mendukung PSBS secara langsung ke Stadion Lukas Enembe. Mudah-mudahan ini akan menjadi motivasi buat kami untuk meraih hasil yang lebih baik saat menjamu PSIS Semarang,"" harap Yan Mandenas.Detik-detik Kericuhan Warnai Laga PSIS Vs Persib di Stadion JatidiriDetik-detik Kericuhan Warnai Laga PSIS Vs Persib di Stadion Jatidiri(sar/hmw)psbs biakpsis semarangpsbs biak vs psis semarangstadion lukas enembeliga 1 2024/2025"
detikJatim,Detik.com,Liga Italia,https://www.detik.com/jatim/sepakbola/d-7731460/persela-datangkan-bayu-gatra-jelang-babak-8-besar-liga-2,"Surabaya-Persela Lamongan terus memperkuat skuad jelang babak 8 besar Liga 2 2024/2025. Terbaru, tim berjuluk Laskar Joko Tingkir itu mendatangkan Bayu Gatra.Bayu Gatra adalah pemain yang sarat pengalaman. Kehadirannya diharapkan bisa membawa Persela melangkah jauh di babak 8 besar Liga 2.""Dari Jember untuk Lamongan. Selamat datang di keluarga besar Persela Lamongan mas Bayu Gatra,"" tulis akun Instagram Persela.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTBaca juga:Jelang Babak 8 Besar Liga 2, Persela Akan Tambah 2 Pemain BaruBayu Gatra akan berusaha memberikan yang terbaik bagi Persela. Dia ingin membantu tim kebanggaan warga Lamongan itu untuk promosi ke kasta tertinggi sepakbola Indonesia.""Bismillah mohon izin bergabung dengan keluarga besar Persela dan masyarakat Lamongan dan berjuang bersama untuk memberikan prestasi terbaik amin amin ya Robbal alamin,"" tulis Bayu Gatra melalui Instagram resminya.ADVERTISEMENTBaca juga:Jadwal Lengkap Persela Lamongan di Babak 8 Besar Liga 2 2024/2025Sebelumnya, Bayu Gatra sempat bermain untuk Semen Padang pada awal musim 2024/2025. Dia tercatat tampil sebanyak 10 pertandingan dari 17 laga di putaran pertama Liga 1.Dari seluruh penampilan itu, Bayu Gatra hanya bermain sebanyak 278 menit. Dia hanya membukukan sebijiassistsaat Semen Padang melawan Malut United pada pekan keempat Liga 1.Menaklukkan Wahana Rumah Hantu di LamonganMenaklukkan Wahana Rumah Hantu di Lamongan(auh/hil)persela lamonganbayu gatraliga 2transfer pemainlaskar joko tingkirperselalamongan"
20Detik,Detik.com,Liga Italia,https://20.detik.com/detikupdate/20241215-241215048/video-jay-idzes-jebol-gawang-juventus-si-nyonya-tua-diimbangi-venezia,Jay Idzes bikin gol perdana di Serie A dengan membobol gawang Juventus. Laga Juve kontra Venezia tu sendiri berakhir imbang 2-2.
Sepakbola,Detik.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7729450/bukan-kemenangan-mudah-untuk-si-ular-besar,"Venezia-Inter Milanmemang menang di kandangVenezia. Tapi, ini bukan hasil mudah mengingat Il Biscione baru saja tumbang difinal Piala Super Italia.Melawat ke Pier Luigi Penzo stadiun, Minggu (12/1/2025) malam WIB, Inter bermain dominan sedari menit awal. Mereka membuka keunggulan pada menit ke-16 lewat Matteo Darmian.Gol itu seperti jalan untuk Inter berpesta gol menghadapi tim zona degradasi itu. Namun, Venezia yang butuh kemenangan setelah cuma sekali menang di lima laga terakhir, memberikan perlawanan sengit.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTGawang Inter beberapa kali hampir kebobolan dari serangan-serangan balik. Sementara, misi menambah gol gagal karena performa buruk para pemain depan dan ketangguhan Filipe Stankovic di bawah mistar.Inter malah hampir kebobolan di menit-menit akhir andaikan tiang gawang tidak menggagalkan peluang Gianluca Busio. Skor 1-0 dipertahankan dan Inter pun menempel ketat Napoli di puncak klasemen Liga Italia dengan selisih satu poin.ADVERTISEMENTBaca juga:Venezia Vs Inter: Gol Tunggal Darmian Menangkan NerazzurriKemenangan yang begitu melegakan Inter mengingat kondisi tim lagi pincang karena beberapa pemain intinya absen seperti Henrikh Mkhitaryan, Hakan Calhanoglu, Yann Bisseck, Francesco Acerbi, dan Joaquin Correa.Sementara Inter datang dalam kondisi mental kurang oke usai kekalahan dramatis dari AC Milan di final Piala Super Italia lalu.""Ini tidak mudah bagi kami setelah kekalahan di final dengan cara seperti itu. Tapi para pemain tampil luar biasa, meski datang dengan kondisi lelah dan banyak pemain absen,"" kata pelatih InterSimone InzaghidiFootball Italia.""Jika kami menganalisa babak kedua, semua pergerakan kami nyaris membuahkan gol kedua, dan jika Anda tidak lekas menuntaskan laga, maka semuanya masih terbuka lebar khususnya jika melihat penyelamatan gemilang Stankovic Tidak semudah itu, tapi kami menang dan itulah keinginan kami.""Baca juga:Klasemen Liga Italia-Jadwal Hari Ini: Kans Inter Tekan NapoliVideo Jelang Leverkusen Vs Inter: Alonso-Inzaghi Saling MemujiVideo Jelang Leverkusen Vs Inter: Alonso-Inzaghi Saling Memuji(mrp/nds)simone inzaghiinter milanvenezia vs inter milanliga italia 2024/2025liga italia"
Sepakbola,Detik.com,Liga Italia,https://sport.detik.com/sepakbola/liga-italia/d-7731192/napoli-incar-garnacho-untuk-gantikan-kvaratskhelia,"Naples-SekalipunKhvicha Kvaratskheliabelum resmi meninggalkanNapoli, klub itu sudah bergerak cepat mencari penggantinya. Salah satunyaAlejandro Garnacho.Kvaratskhelia dipastikan akan dilepas Napoli karena si pemain meminta untuk dijual. Sampai saat ini, Napoli terus melakukan negosiasi dengan Paris Saint-Germain.Tim asal Paris itu jadi satu-satunya klub yang bersedia memenuhi permintaan harga 80 juta euro yang dipatok Napoli. Isu terbaru menyebut kedua pihak segera mencapai kata sepakat.ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTSambil menyelam minum air, itu peribahasa tepat untuk Napoli yang langsung bergerak mencari pengganti Kvaratskhelia. Dia adalah Alejandro Garnacho.Baca juga:Rashford Semakin Terpinggirkan di MUMeski David Neres tampil memukau menggantikan peran Kvaratskhelia yang sering dicadangkan, tapi pelatih Antonio Conte tetap membutuhkan sosok pemain baru di lini serang.ADVERTISEMENTGarnacho bisa jadi pilihan terbaik mengingat dia bisa bermain di posisi sayap kanan, sekalipun lebih sering beroperasi dari kiri. Garnacho juga cukup produktif dengan 23 gol dan 14 assist dari 116 laga.Sekalipun baru berusia 20 tahun, Garnacho terbilang berpengalaman dengan torehan gelar Piala FA dan Piala Liga Inggris. Kendala untuk Napoli bisa jadi banderol yang dipasang MU untuk Garnacho.DikabarkanFootball Italia, Napoli cuma bersedia memberikan maksimal 45 juta euro (Rp 748 miliar), dengan rincian 40 juta euro di depan dan sisanya merupakan bonus.Meski demikian, MU meminta Napoli menaikkan banderol hingga 65 juta euro. Napoli berharap bisa merayu MU agar melunak dan menyepakati harga tengah, mengingat Garnacho kabarnya sudah masuk daftar pemain yang dijual di bursa transfer Januari.Baca juga:Ruben Amorim Tak Akan Bosan Beri Tantangan ke Skuad MUVideo: Alasan Amorim 'Coret' Rashford dan Garnacho di Derby ManchesterVideo: Alasan Amorim 'Coret' Rashford dan Garnacho di Derby Manchester(mrp/raw)alejandro garnachokhvicha kvaratskhelianapolimanchester unitedbursa transferliga italia 2024/2025liga italiabursa transfer januari"
